pl.p,IBRA,IBRAsub,planting,age,establishment,aridity.index,carbon,clay,elevation.relief,elevation,nitrogen,phosphorus,ph,prec.annual,prec.season,prescott,sand,silt,slope,soil.depth,solar.annual,tmax.annual,tmin.annual,TWI,tot.ag.mass,biomass.area,plant.count,density,rare.rich,rare.rich.se,alpha,SLA.cwm,WD.cwm,SM.cwm,MH.cwm,MH.FRr,SLA.FRr,SM.FRr,WD.FRr,SLA.FEs,WD.FEs,SM.FEs,MH.FEs,MH.FDs,SLA.FDs,SM.FDs,WD.FDs,FRv,FEm,FDm,log.age,log.aridity.index,log.prec.annual,log.prescott,log.density,best.cluster,mass.per.year
629,BBS,BBS25,249,58,TS,0.4298820496,2.5960834026,38.3655649821,41.4836120605,297,0.1514372006,0.0779369697,6.6233771642,656,33,0.5893388391,38.3208185832,15.127518336,2.1583790779,1.0012847185,19.3477219037,24.9916666667,10.675,9.7528038025,26550.933071,NA,67,NA,6.2864946488,0.9320971271,8,2.6296913617,1.6524162632,1.2833449509,-0.1049243627,1.6094379124,0.3412881387,5.3012009601,0.2860922288,0.3281822663,0.5342472489,0.5378709371,0.6021188031,1,0.1050005351,0.4558138526,0.2453108599,0.7741585778,0.6320692149,0.7125565743,4.0604430105,-0.8442444113,6.4861607889,-0.5287539822,NA,5,NA
630,BBS,BBS25,249,58,TS,0.4298820496,2.5960834026,38.3655649821,41.4836120605,297,0.1514372006,0.0779369697,6.6233771642,656,33,0.5893388391,38.3208185832,15.127518336,2.1583790779,1.0012847185,19.3477219037,24.9916666667,10.675,9.7528038025,45784.088911,NA,98,NA,7.3497895088,0.890864234,9,2.6402258698,1.6351779537,1.6484780869,-0.1175950559,1.6094379124,2.4856005196,5.3012009601,0.6876042782,0.2133878974,0.4690667602,0.7240150523,0.6832278451,0.6094234797,0.0075159974,0.5739982751,0.2151482952,0.9213973928,0.5579057319,0.7222419362,4.0604430105,-0.8442444113,6.4861607889,-0.5287539822,NA,5,NA
631,BBS,BBS25,250,14,DS/TS,0.4298820496,2.6086497307,36.7168566386,65.5296936035,296,0.156208016,0.0841554925,6.4875826836,656,33,0.5896262527,44.1448644002,14.641219457,4.005273819,0.9030858874,19.3477219037,24.9916666667,10.675,8.5208721161,1492.76901,25961.200173913,44,765.2173913043,10.3505516977,1.2199689354,13,2.7521595637,1.4205592396,1.9727857489,-0.2777515639,1.2039728043,1.844919331,7.7164077425,1.0547002562,0.5157770289,0.6946740128,0.5580979998,0.4538415738,0.2468922241,0.5151034458,0.3766530174,0.5785336569,5.1135897481,0.5972703464,0.694946921,2.6390573296,-0.8442444113,6.4861607889,-0.5282664129,6.6401599651,5,0.6175457928
632,BBS,BBS25,250,14,DS/TS,0.4298820496,2.6086497307,36.7168566386,65.5296936035,296,0.156208016,0.0841554925,6.4875826836,656,33,0.5896262527,44.1448644002,14.641219457,4.005273819,0.9030858874,19.3477219037,24.9916666667,10.675,8.5208721161,3338.392858,58059.006226087,39,678.2608695652,10.6032387201,0.9527255529,12,2.806484144,1.2045711579,2.0745313717,-0.200750741,1.2345274726,1.844919331,7.7164077425,1.0547002562,0.4414047679,0.640489565,0.4808800854,0.6599254288,0.2407816189,0.7042470052,0.1285463367,0.5382612728,3.7647664652,0.533690579,0.6399989048,2.6390573296,-0.8442444113,6.4861607889,-0.5282664129,6.5195319773,5,1.4224025125
633,BBS,BBS25,251,8,TS,0.4298820496,2.5264105797,38.5018768311,60.6418457031,302,0.148417304,0.0725149463,6.5617874463,656,33,0.5891129375,40.0211397807,14.5766248703,2.6386237144,0.9730631709,19.3477219037,24.9916666667,10.675,9.8853235245,457.558766,7525.6375986842,35,575.6578947368,1.9831932773,0.1285467104,2,2.5819351588,1.7036674912,3.0027254474,-0.5566071076,0.2972515235,1.2992789137,0.9919159481,0.6507912659,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.0794415417,-0.8442444113,6.4861607889,-0.5291373693,6.3555135515,5,-0.0611260039
634,BBS,BBS25,252,8,TS,0.4298820496,2.623061657,35.2403977712,50.4529724121,300,0.152342389,0.0728977745,6.3428654671,656,33,0.5897940397,42.9865773519,14.4111369451,3.4678549767,0.9317743182,19.3477219037,24.9916666667,10.675,8.9976997375,2038.575907,29122.5129571429,52,742.8571428571,1.8257918552,0.3792883693,2,2.8829315156,0.5257977033,2.0210478094,0.0547816803,0.5389965007,1.2262800263,1.2075076307,0.0575745466,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.0794415417,-0.8442444113,6.4861607889,-0.5279818882,6.6105037555,5,1.2920699745
635,SEH,SEH07,253,11,TS,0.5698924661,2.9085388184,18.7909138997,44.0368652344,640,0.0767341716,0.0174855553,4.7634652456,689,14,0.6733249426,69.1140340169,16.3326616287,1.6381882429,0.8095979095,17.8690184366,19.3416666667,6.825,10.2549362183,4558.036196,57046.7609011264,38,475.5944931164,4.7828348331,0.4146096134,5,3.0351489393,1.5688050727,0.3648941315,-0.3128587688,0.9436897061,0.4799147262,1.575690767,0.3432928594,0.4820899949,0.6689982021,0.4031315398,0.3416446357,0.2825384886,0.6904804497,1,0.2840341443,1.0607854785,0.7779093965,0.9187442056,2.3978952728,-0.562307592,6.535241271,-0.3955272388,6.1645655859,2,1.6459760254
636,SEH,SEH07,253,11,TS,0.5698924661,2.9085388184,18.7909138997,44.0368652344,640,0.0767341716,0.0174855553,4.7634652456,689,14,0.6733249426,69.1140340169,16.3326616287,1.6381882429,0.8095979095,17.8690184366,19.3416666667,6.825,10.2549362183,3931.810603,49209.1439674593,49,613.266583229,4.224444814,0.6818582261,5,3.4758601645,1.7410061355,0.941674546,-0.3683794437,1.3773256911,0.8426256998,3.4582279533,0.2274224135,0.5090889219,0.431036338,0.2837742417,0.5542375531,0.41242005,0.176285853,0.1612028057,0.3775555407,0.1195333822,0.7405372128,0.5127738825,2.3978952728,-0.562307592,6.535241271,-0.3955272388,6.4187997243,2,1.4981841864
637,BBS,BBS25,254,12,TS,0.43521595,2.9382853508,33.5034650167,7.2987365723,329,0.1225928962,0.0449811108,6.233578523,655,31,0.6960182786,46.7880554199,20.5274759928,0.2875350714,0.9753811955,18.3858068279,24.3416666667,9.7666666667,11.5421504974,2993.794504,49896.5750666667,35,583.3333333333,5.981662313,0.1341923136,6,2.3650040681,1.4355110477,2.3387714894,-0.3748866224,1.8022963534,0.9822608051,5.5194040818,0.386604945,0.5513479222,0.8249077611,0.6477577897,0.4344439509,0.1238106879,0.8433372537,0.6729621906,0.4117300321,2.0922469057,0.8686098166,0.9236823782,2.4849066498,-0.8319129343,6.4846352356,-0.3623793566,6.3687587782,5,1.4250457147
638,BBS,BBS25,255,12,TS,0.43521595,2.9505791664,34.4718583425,4.067779541,329,0.1255529871,0.0483784266,6.2598929405,655,31,0.6962798238,44.5628916423,22.9006487528,0.2405142486,0.9609507918,18.3858068279,24.3416666667,9.7666666667,10.6998281479,2464.198703,51337.4729791667,33,687.5,2,0,2,3.174510542,1.9681127414,0.2376416088,-0.2936121288,0.0290403557,0.7842429518,0.1745772385,0.0168501961,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,2.4849066498,-0.8319129343,6.4846352356,-0.3620036538,6.5330618295,5,1.4535143032
639,BBS,BBS25,255,12,TS,0.43521595,2.9505791664,34.4718583425,4.067779541,329,0.1255529871,0.0483784266,6.2598929405,655,31,0.6962798238,44.5628916423,22.9006487528,0.2405142486,0.9609507918,18.3858068279,24.3416666667,9.7666666667,10.6998281479,2366.193682,49295.7017083333,39,812.5,2,0,2,3.1736982244,1.9900496072,0.2425248882,-0.2931407947,0.0290403557,0.7842429518,0.1745772385,0.0168501961,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,2.4849066498,-0.8319129343,6.4846352356,-0.3620036538,6.7001159142,5,1.412930241
640,BBS,BBS25,255,12,TS,0.43521595,2.9505791664,34.4718583425,4.067779541,329,0.1255529871,0.0483784266,6.2598929405,655,31,0.6962798238,44.5628916423,22.9006487528,0.2405142486,0.9609507918,18.3858068279,24.3416666667,9.7666666667,10.6998281479,2629.048552,54771.8448333333,33,687.5,2,0,2,3.1727505205,2.0156426173,0.2482220475,-0.2925909048,0.0290403557,0.7842429518,0.1745772385,0.0168501961,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,2.4849066498,-0.8319129343,6.4846352356,-0.3620036538,6.5330618295,5,1.5182696317
641,BBS,BBS25,255,12,TS,0.43521595,2.9505791664,34.4718583425,4.067779541,329,0.1255529871,0.0483784266,6.2598929405,655,31,0.6962798238,44.5628916423,22.9006487528,0.2405142486,0.9609507918,18.3858068279,24.3416666667,9.7666666667,10.6998281479,2390.235318,49796.569125,35,729.1666666667,2,0,2,3.1736556744,1.9911986811,0.242780679,-0.2931161057,0.0290403557,0.7842429518,0.1745772385,0.0168501961,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,2.4849066498,-0.8319129343,6.4846352356,-0.3620036538,6.5919023296,5,1.4230394388
642,KAN,KAN02,256,18,DS,0.2307110429,1.6408711672,19.0565185547,53.6635131836,68,0.0675573659,0.0243825248,6.3284109433,305,27,0.3627350628,64.4449450175,6.6885860761,4.1513428688,0.8104354143,16.38561528,22.4166666667,9.9166666667,6.4101018906,3335.363646,22235.75764,72,480,6.124561652,0.6862283639,7,1.7116290439,1.7975927356,2.0022866787,-0.2055942639,2.0698687075,1.0180625477,4.240751728,0.5085456979,0.4394327193,0.6171879733,0.5599001479,0.6068825119,0.7071621976,0.5687180396,0.3619163157,0.1575847031,1.4205891779,0.6757161512,0.5186433314,2.8903717579,-1.4665892481,5.7203117766,-1.0140825656,6.1737861039,1,0.2113299397
643,KAN,KAN02,256,18,DS,0.2307110429,1.6408711672,19.0565185547,53.6635131836,68,0.0675573659,0.0243825248,6.3284109433,305,27,0.3627350628,64.4449450175,6.6885860761,4.1513428688,0.8104354143,16.38561528,22.4166666667,9.9166666667,6.4101018906,1703.862937,11359.0862466667,52,346.6666666667,7.4594211887,0.9405037648,9,1.6992327634,1.8102318555,2.0653212148,-0.2016929644,2.1400661635,1.1667188375,4.240751728,0.5085456979,0.5439746516,0.6054469807,0.492787506,0.4251725985,0.6839661917,0.496255411,0.3619163157,0.1575847031,1.3960850206,0.7097000487,0.5493294206,2.8903717579,-1.4665892481,5.7203117766,-1.0140825656,5.8483637035,1,-0.4603537839
644,KAN,KAN02,256,18,DS,0.2307110429,1.6408711672,19.0565185547,53.6635131836,68,0.0675573659,0.0243825248,6.3284109433,305,27,0.3627350628,64.4449450175,6.6885860761,4.1513428688,0.8104354143,16.38561528,22.4166666667,9.9166666667,6.4101018906,3100.799183,20671.9945533333,79,526.6666666667,6.2391363842,0.9662419311,8,1.8948316503,1.7299459104,1.941589525,-0.1953176395,2.1400661635,1.2332247827,3.3741491735,0.4576733675,0.4050277595,0.4464471274,0.5904252066,0.3559459615,0.6839661917,0.4694931082,0.4548694092,0.1751009093,1.7075079705,0.5624270807,0.6386458631,2.8903717579,-1.4665892481,5.7203117766,-1.0140825656,6.2665678374,1,0.1384081062
645,SEH,SEH09,257,18,DS,0.6948435903,4.2225637436,19.0948060354,23.2933349609,857,0.1535800671,0.0317763668,4.7232333819,822,12,0.7718756795,48.1779200236,18.5049107869,3.9384624958,0.8631420732,17.5995255243,18.125,5.425,7.1322774887,1502.95395,75147.6975,51,2550,6.4144920033,0.6154191729,7,3.0087132688,1.9116060677,1.2928884714,-0.3453083623,1.5567941789,1.5241849512,4.2148553459,0.2736512119,0.7595225184,0.4706115704,0.6983566938,0.6529810146,0.480787884,0.5094717816,0.7219269805,0.8390252785,0.8598465091,0.4632931026,0.8716376454,2.8903717579,-0.3640685087,6.7117403951,-0.2589317789,7.8438486382,4,1.4290837191
646,SEH,SEH09,257,18,DS,0.6948435903,4.2225637436,19.0948060354,23.2933349609,857,0.1535800671,0.0317763668,4.7232333819,822,12,0.7718756795,48.1779200236,18.5049107869,3.9384624958,0.8631420732,17.5995255243,18.125,5.425,7.1322774887,2416.589539,120829.47695,36,1800,8.5714285714,0.5834301173,9,2.7252717514,2.4113008687,2.5394778736,-0.4219432138,2.4477671028,1.4830127865,3.1754335662,0.2151748319,0.4911467027,0.3893549148,0.5607481498,0.4385563342,0.2544678307,0.3884067423,0.0917068149,0.1316363457,3.5354836545,0.6288419563,0.8868331607,2.8903717579,-0.3640685087,6.7117403951,-0.2589317789,7.4955419439,4,1.9040085123
647,NCP,NCP04,258,18,DS,0.3852526844,1.267246604,4.6389312744,0.4769191742,6,0.1031295856,0.0160516789,6.524553299,465,40,0.4905043542,90.7108484904,3.7329927286,0.0494058579,0.9496448636,17.0451073731,21.0416666667,9.9666666667,11.3171844482,1316.489444,87765.9629333333,32,2133.3333333333,7.9334677419,0.2492101858,8,2.3385126252,1.2097764586,1.6417861557,-0.3598367751,1.3862943611,1.5966454717,3.9023023544,0.3940986612,0.4075601109,0.4766839162,0.3603049498,0.6436138811,0.6476050813,0.0396528958,0.225157033,0.7023042542,2.9019722939,0.7524161288,0.7070239601,2.8903717579,-0.953855837,6.1420374056,-0.7123211229,7.6654409807,6,1.5843020017
648,NCP,NCP04,259,10,DS,0.4300168753,1.6100479364,14.9036560059,7.7268795967,12,0.0866508186,0.021729966,6.8772263527,510,45,0.5749756694,79.51881663,3.9207877318,1.5207586288,0.8901783228,16.9165352886,20.7416666667,9.8666666667,7.5350842476,573.799394,25502.1952888889,30,1333.3333333333,5,0,5,2.0232212646,1.5607287793,1.8595829253,-0.2468086239,1.5551168207,0.8361964406,3.8340642109,0.4576733675,0.6137607849,0.5249730667,0.2781293772,0.3316748209,0.5268242116,0.7602488146,0.3630416217,1,0.4142876855,0.8443274234,0.9589665227,2.302585093,-0.8439308263,6.2344107257,-0.5534275532,7.1954373514,6,0.9361794452
649,NCP,NCP04,259,10,DS,0.4300168753,1.6100479364,14.9036560059,7.7268795967,12,0.0866508186,0.021729966,6.8772263527,510,45,0.5749756694,79.51881663,3.9207877318,1.5207586288,0.8901783228,16.9165352886,20.7416666667,9.8666666667,7.5350842476,2035.106131,90449.1613777778,34,1511.1111111111,4.8810160428,0.3239028043,5,1.9567303161,1.6159453496,2.4255992227,-0.2671428977,1.5551168207,0.8458880183,1.3919248887,0.4576733675,0.4867393392,0.6904927917,0.3728769109,0.2485854448,0.4321961795,0.6230593383,0.6296552556,1,1.4879059676,0.7448309883,0.9777964223,2.302585093,-0.8439308263,6.2344107257,-0.5534275532,7.3206004944,6,2.2022028471
650,NCP,NCP04,259,10,DS,0.4300168753,1.6100479364,14.9036560059,7.7268795967,12,0.0866508186,0.021729966,6.8772263527,510,45,0.5749756694,79.51881663,3.9207877318,1.5207586288,0.8901783228,16.9165352886,20.7416666667,9.8666666667,7.5350842476,420.048732,18668.8325333333,34,1511.1111111111,6.5294117647,0.6143917269,7,2.1039068859,1.5569478027,2.3009495074,-0.2526672893,1.5551168207,0.8095979683,1.5933981538,0.4576733675,0.6215089831,0.7205248867,0.669367245,0.5801166295,0.460028997,0.7852259734,0.6309194196,1,0.6309942633,0.70125329,0.7973431918,2.302585093,-0.8439308263,6.2344107257,-0.5534275532,7.3206004944,6,0.6242703309
651,NSS,NSS01,260,8,TS,0.5692307949,3.4343185425,27.7004998525,13.9862670898,593,0.1346068308,0.0320439879,5.4463229179,777,13,0.7128565311,50.6821416219,19.3897647858,1.2522033453,0.9685270786,18.0706564618,21.3416666667,7.2833333333,9.4251899719,2795.726007,39938.9429571428,34,485.7142857143,3,0,3,3.1009871881,1.593350929,0.229507232,-0.1541363598,0.1823215568,0.3778811517,1.4912359243,0.1831524615,0.7644156206,0.0332311453,0.1192255288,0.7079636909,0,0.5013300329,0.9624543764,0,3.4459816248,0.7430393604,0.9786064736,2.0794415417,-0.5634693121,6.6554403504,-0.3384750974,6.1856205615,4,1.6079103202
652,NSS,NSS01,260,8,TS,0.5692307949,3.4343185425,27.7004998525,13.9862670898,593,0.1346068308,0.0320439879,5.4463229179,777,13,0.7128565311,50.6821416219,19.3897647858,1.2522033453,0.9685270786,18.0706564618,21.3416666667,7.2833333333,9.4251899719,860.201326,12288.5903714286,30,428.5714285714,3,0,3,3.0675314956,1.6866920631,0.5735903929,-0.1612987063,0.1823215568,0.3778811517,1.4912359243,0.1831524615,0.8307483042,0.0208996884,0.0542182215,0.9343055778,0.6460181546,1,1,0.0166155727,3.4459816248,0.8529356196,0.9819643474,2.0794415417,-0.5634693121,6.6554403504,-0.3384750974,6.0604574186,4,0.4292296781
653,NSS,NSS01,261,7,TS,0.5692307949,3.4703710079,27.3335952759,19.9633178711,590,0.1408642282,0.0323049867,5.476243337,777,13,0.7079372406,49.5481745402,18.7594267527,1.5750664473,0.9457836747,18.0706564618,21.3416666667,7.2833333333,10.6574468613,1510.511611,16783.4623444444,35,388.8888888889,3,0,3,3.0606396935,1.6974743076,0.5964934599,-0.1665751078,0.1823215568,0.3778811517,1.4912359243,0.1831524615,0.7779573934,0.0184720112,0.0487168762,0.9965625781,0.6460181546,1,1,0.0166155727,3.4459816248,0.7996990908,0.9845469651,1.9459101491,-0.5634693121,6.6554403504,-0.3453998324,5.9632936701,4,0.8744838683
654,NSS,NSS01,261,7,TS,0.5692307949,3.4703710079,27.3335952759,19.9633178711,590,0.1408642282,0.0323049867,5.476243337,777,13,0.7079372406,49.5481745402,18.7594267527,1.5750664473,0.9457836747,18.0706564618,21.3416666667,7.2833333333,10.6574468613,1669.425358,18549.1706444444,42,466.6666666667,2.9998238586,0.0132706577,3,3.0694522961,1.6578723986,0.4205650703,-0.1714457516,0.1823215568,0.3778811517,1.4912359243,0.1831524615,0.9556781799,0.021359166,0.0692920766,0.923371886,0.6460181546,1,1,0.0166155727,3.4459816248,0.9784100815,0.9870649017,1.9459101491,-0.5634693121,6.6554403504,-0.3453998324,6.1456152269,4,0.9745149298
655,NSS,NSS01,261,7,TS,0.5692307949,3.4703710079,27.3335952759,19.9633178711,590,0.1408642282,0.0323049867,5.476243337,777,13,0.7079372406,49.5481745402,18.7594267527,1.5750664473,0.9457836747,18.0706564618,21.3416666667,7.2833333333,10.6574468613,2081.149331,23123.8814555556,52,577.7777777778,3.5732581249,0.4971747972,4,3.0849874342,1.6495525188,0.3574248794,-0.1807200213,0.8383291904,0.4138182489,1.4912359243,0.4097095628,0.6580933722,0.5062894136,0.5294479768,0.0737056619,0.1404973571,0.9131572924,1,0.0074276593,1.6598121862,0.8194648973,0.7856930707,1.9459101491,-0.5634693121,6.6554403504,-0.3453998324,6.3591893272,4,1.1949557637
656,NCP,NCP03,262,7,DS,0.4230465591,1.7760241032,19.9049199422,16.6282691956,43,0.1110747506,0.0138050073,6.4714592298,536,44,0.5861489177,72.794825236,4.6857345899,6.2717723846,0.9587829113,16.5140437686,21.3083333333,8.9416666667,7.4282708168,4322.903094,48032.2566,67,744.4444444444,4.8661672124,0.7141898074,6,2.4252547623,1.5149866807,2.4277862725,-0.3843731563,2.7354491753,1.2988726311,3.4931709065,0.5085456979,0.3209229322,0.4350942083,0.6255674439,0.7698951347,0.3630845175,0,0.4274795084,0.3877316821,0.0022554192,0.885827894,0.6558151255,1.9459101491,-0.8602730372,6.2841341611,-0.534181396,6.612638228,6,1.9259626487
657,NCP,NCP03,262,7,DS,0.4230465591,1.7760241032,19.9049199422,16.6282691956,43,0.1110747506,0.0138050073,6.4714592298,536,44,0.5861489177,72.794825236,4.6857345899,6.2717723846,0.9587829113,16.5140437686,21.3083333333,8.9416666667,7.4282708168,2469.227308,27435.8589777778,42,466.6666666667,6.6140146418,0.5369522281,7,2.2242122593,1.7280774013,2.2809466548,-0.3087588886,2.7354491753,1.9019701531,3.9205177094,0.5085456979,0.6487718481,0.4731374141,0.7223832498,0.5839247502,0.4197475991,0.2771013142,0.2235502774,0.8999650757,1.260190334,0.7278002582,0.7594344313,1.9459101491,-0.8602730372,6.2841341611,-0.534181396,6.1456152269,6,1.3659407305
658,NCP,NCP03,262,7,DS,0.4230465591,1.7760241032,19.9049199422,16.6282691956,43,0.1110747506,0.0138050073,6.4714592298,536,44,0.5861489177,72.794825236,4.6857345899,6.2717723846,0.9587829113,16.5140437686,21.3083333333,8.9416666667,7.4282708168,4335.417725,48171.3080555556,107,1188.8888888889,7.7381995599,1.0083566088,10,2.4314762307,1.4287056814,1.8239687621,-0.2958442555,2.7354491753,1.1740317816,5.0060375536,0.5085456979,0.6392290654,0.5752189729,0.6555457056,0.5188936691,0.3227993706,0.2102312414,0.3177166746,0.7529999105,4.3949232354,0.5924688528,0.7551711152,1.9459101491,-0.8602730372,6.2841341611,-0.534181396,7.0807744431,6,1.9288534262
659,NCP,NCP03,263,6,DS,0.4222573042,1.7673363686,15.0730292002,5.9712848663,29,0.0806817785,0.0125032831,6.5391349792,535,44,0.5986146331,77.4134394328,2.9348462423,0.5219362378,0.9359645247,16.5814860325,21.2916666667,8.9,10.7475700378,1857.089374,185708.9374,45,4500,6.3331913951,1.0050216382,8,2.3572050006,1.5334581789,1.3903724817,-0.3763844381,2.4020428583,1.3636557242,4.4785906355,0.4576733675,0.2327046801,0.4955885652,0.5522365316,0.476012513,0.4514726107,0.1013006675,0.613707434,0.3818896698,3.131693886,0.3767391619,0.7983044298,1.7917594692,-0.8621404252,6.2822667469,-0.5131372384,8.4118326758,6,3.4324211261
660,NCP,NCP03,263,6,DS,0.4222573042,1.7673363686,15.0730292002,5.9712848663,29,0.0806817785,0.0125032831,6.5391349792,535,44,0.5986146331,77.4134394328,2.9348462423,0.5219362378,0.9359645247,16.5814860325,21.2916666667,8.9,10.7475700378,676.436049,67643.6049,42,4200,6.4230413539,0.6339833263,7,2.7474947507,1.4285005866,1.6476674138,-0.2632947896,2.2246235515,1.9019701531,2.7485443667,0.382934865,0.4709917625,0.4616667021,0.6927450704,0.5435627613,0.3969216596,0.1116123456,0.301395838,0.8663913842,1.4114118837,0.813037619,0.8927786825,1.7917594692,-0.8621404252,6.2822667469,-0.5131372384,8.3428398043,6,2.4224933488
661,NCP,NCP03,263,6,DS,0.4222573042,1.7673363686,15.0730292002,5.9712848663,29,0.0806817785,0.0125032831,6.5391349792,535,44,0.5986146331,77.4134394328,2.9348462423,0.5219362378,0.9359645247,16.5814860325,21.2916666667,8.9,10.7475700378,768.840723,76884.0723,47,4700,4.8701386633,0.3370715903,5,2.7897307706,1.6304373481,1.5082662721,-0.3313927231,1.7299273097,1.3636557242,2.7485443667,0.382934865,0.2259537032,0.6749136625,0.5942399951,0.77445793,0.626879843,0.1013006675,1,0.4564241786,0.5600518845,0.5250022509,0.8321537637,1.7917594692,-0.8621404252,6.2822667469,-0.5131372384,8.4553177877,6,2.5505392636
662,SEH,SEH09,264,8,TS,0.7579672933,3.1859476566,17.2688312531,34.1145019531,933,0.131306693,0.0247540362,4.6708973249,880,11,0.9007179141,60.3275222778,19.0107676188,2.9402654171,0.8314638734,17.4960072439,17.625,5.1916666667,7.647231102,1173.753053,52399.6898660714,33,1473.2142857143,5.9943181818,0.0751633895,6,3.0972675995,1.7930559178,1.2781481195,-0.3513351797,1.7546199223,0.7361835889,2.3437732102,0.418549812,0.7592012044,0.5755159966,0.4338236472,0.6585958649,0.7017883263,0.5500632904,0.6601939913,0.4057580772,0.4306276775,0.7551557476,0.6938281374,2.0794415417,-0.277115043,6.7799219075,-0.1045631513,7.2952018816,4,1.879459131
